[2000-01-01 09:39:55.851] [INFO]     [Main] Application starting...
[2000-01-01 09:39:55.853] [INFO]     [Main] GNS must Be Running...
[2000-01-01 09:39:55.854] [INFO]     [Main] Running as Client -> FESTO2...
[2000-01-01 09:39:55.883] [DEBUG]    [Decoder] Initializing Decoder
[2000-01-01 09:39:55.890] [DEBUG]    [Decoder] NAME_FLAG_ATTACH_GLOBAL: 2
[2000-01-01 09:39:55.890] [DEBUG]    [Decoder] dispatcherConnectionID: 1073741828
[2000-01-01 09:39:55.892] [DEBUG]    [Main] Decoder created
[2000-01-01 09:39:55.893] [TRACE]    [PulseMsgHandler] Creating GNS channel...
[2000-01-01 09:39:55.894] [TRACE]    [PulseMsgHandler] Created GNS channel...
[2000-01-01 09:39:55.895] [DEBUG]    [Main] ActuatorController created
[2000-01-01 09:39:55.897] [TRACE]    [ActuatorController] HBThread started...
[2000-01-01 09:39:55.897] [TRACE]    [ActuatorController] Connection to Dispatcher...
[2000-01-01 09:39:55.900] [DEBUG]    [ActuatorController] SM_TYPE is ...0
[2000-01-01 09:39:55.900] [DEBUG]    [ActuatorController] SM_TYPE IS DIVERTER ...0
[2000-01-01 09:39:55.903] [TRACE]    [ActuatorController] 1: Replying to connection...
[2000-01-01 09:39:55.905] [TRACE]    [PulseMsgHandler] Creating GNS channel...
[2000-01-01 09:39:55.907] [TRACE]    [PulseMsgHandler] Created GNS channel...
[2000-01-01 09:39:55.911] [TRACE]    [HeartBeat] MSGSENDER ONLINE AND OTHER FESTO FOUND...
[2000-01-01 09:39:56.109] [TRACE]    [HeartBeat] MSGHANDLER ONLINE...
[2000-01-01 09:39:56.109] [TRACE]    [HeartBeat] 1: Replying to connection...
[2000-01-01 09:39:56.111] [TRACE]    [PulseMsgHandler] Creating GNS channel...
[2000-01-01 09:39:56.112] [TRACE]    [PulseMsgHandler] Created GNS channel...
[2000-01-01 09:39:56.211] [DEBUG]    [HeartBeat] MessageReceiveOnce First Heartbeat!!
[2000-01-01 09:39:59.404] [DEBUG]    [HeightSensorControl] sending BANDHEIGHT_FST_2: 3648
[2000-01-01 09:40:03.497] [TRACE]    [Decoder] decode...
[2000-01-01 09:40:03.498] [TRACE]    [Decoder] current level: 0
[2000-01-01 09:40:03.499] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2000-01-01 09:40:04.020] [TRACE]    [Decoder] decode...
[2000-01-01 09:40:04.021] [TRACE]    [Decoder] current level: 1
[2000-01-01 09:40:04.022] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2000-01-01 09:40:04.023] [TRACE]    [Decoder] decode...
[2000-01-01 09:40:04.024] [TRACE]    [Decoder] current level: 1
[2000-01-01 09:40:04.025] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2000-01-01 09:40:06.608] [TRACE]    [ActuatorController] 1: Festo 2 LED Green off...
[2000-01-01 09:40:06.611] [TRACE]    [ActuatorController] 1: Festo 2 LED Yellow off...
[2000-01-01 09:40:06.612] [TRACE]    [ActuatorController] 1: Festo 2 LED Red off...
[2000-01-01 09:40:06.617] [TRACE]    [ActuatorController] 1: Motor Festo 2 will be stopped...
[2000-01-01 09:40:06.623] [TRACE]    [ActuatorController] 1: Festo 2 SM Resting......
[2000-01-01 09:40:06.627] [TRACE]    [ActuatorController] 1: Festo 2 BUTTON RESET LED OFF
[2000-01-01 09:40:06.629] [TRACE]    [ActuatorController] 1: Festo 2 BUTTON START LED OFF
[2000-01-01 09:40:06.632] [TRACE]    [ActuatorController] 1: Festo 2 LED Q1 off......
[2000-01-01 09:40:06.635] [TRACE]    [ActuatorController] 1: Festo 2 LED Q2 off......
[2000-01-01 09:40:06.639] [TRACE]    [ActuatorController] 1: Festo 2 BUTTON START LED ON
[2000-01-01 09:40:10.152] [TRACE]    [Decoder] decode...
[2000-01-01 09:40:10.153] [TRACE]    [Decoder] BGS gedrueckt
[2000-01-01 09:40:10.153] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2000-01-01 09:40:10.303] [TRACE]    [Decoder] decode...
[2000-01-01 09:40:10.303] [TRACE]    [Decoder] BGS losgelassen
[2000-01-01 09:40:10.304] [TRACE]    [Decoder] BGS_SHORT erkannt
[2000-01-01 09:40:10.306] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2000-01-01 09:40:11.029] [TRACE]    [Decoder] decode...
[2000-01-01 09:40:11.030] [TRACE]    [Decoder] BGS gedrueckt
[2000-01-01 09:40:11.030] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2000-01-01 09:40:12.396] [TRACE]    [Decoder] decode...
[2000-01-01 09:40:12.397] [TRACE]    [Decoder] BGS losgelassen
[2000-01-01 09:40:12.398] [TRACE]    [Decoder] BGS_LONG erkannt
[2000-01-01 09:40:12.399] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2000-01-01 09:40:12.400] [TRACE]    [ActuatorController] 1: Festo 2 BUTTON START LED OFF
[2000-01-01 09:40:12.404] [TRACE]    [ActuatorController] 1: Festo 2 LED Green blinking(1000Hz)...
[2000-01-01 09:40:40.379] [TRACE]    [ActuatorController] 1: Motor Festo 2 will be slow running...
[2000-01-01 09:40:42.271] [TRACE]    [Decoder] decode...
[2000-01-01 09:40:42.271] [TRACE]    [Decoder] LBF erkannt
[2000-01-01 09:40:42.273] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2000-01-01 09:40:43.769] [TRACE]    [Decoder] decode...
[2000-01-01 09:40:43.769] [TRACE]    [Decoder] LBF erkannt
[2000-01-01 09:40:43.771] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2000-01-01 09:40:51.666] [TRACE]    [Decoder] decode...
[2000-01-01 09:40:51.666] [TRACE]    [Decoder] LBM erkannt
[2000-01-01 09:40:51.668] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2000-01-01 09:40:51.671] [TRACE]    [ActuatorController] 1: Festo 2 SM Active......
[2000-01-01 09:40:52.676] [TRACE]    [Decoder] decode...
[2000-01-01 09:40:52.676] [TRACE]    [Decoder] LBM erkannt
[2000-01-01 09:40:52.678] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2000-01-01 09:40:56.920] [TRACE]    [Decoder] decode...
[2000-01-01 09:40:56.921] [TRACE]    [Decoder] LBE erkannt
[2000-01-01 09:40:56.922] [TRACE]    [Decoder] Interrupt received entpacken und weitergabe an dispatcher...
[2000-01-01 09:40:56.924] [TRACE]    [ActuatorController] 1: Motor Festo 2 will be stopped...
[2000-01-01 09:40:56.925] [TRACE]    [ActuatorController] 1: Festo 2 SM Resting......
[2000-01-01 09:41:00.467] [TRACE]    [Decoder] decode...
